variable1,variable2,correlation_value
percent_less_than_18_years_of_age,percent_65_and_over,-0.598204807
percent_enrolled_in_free_or_reduced_lunch,eightieth_percentile_income,-0.600234197
eightieth_percentile_income,percent_enrolled_in_free_or_reduced_lunch,-0.600234197
percentile_rank_social_vulnerability,life_expectancy,-0.603387412
life_expectancy,percentile_rank_social_vulnerability,-0.603387412
eightieth_percentile_income,percent_smokers,-0.603852667
percent_smokers,eightieth_percentile_income,-0.603852667
percentile_rank_mobile_homes,percentile_rank_multi_unit_housing,-0.606174354
percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,-0.606174354
percent_age_17_and_younger,percent_65_and_over,-0.606854673
percent_65_and_over,percent_age_17_and_younger,-0.606854673
percent_disabled,per_capita_income,-0.609218579
per_capita_income,percent_disabled,-0.609218579
percentile_rank_household_comp_disability_theme,median_household_income,-0.610096627
median_household_income,percentile_rank_household_comp_disability_theme,-0.610096627
percent_frequent_physical_distress,percent_some_college,-0.612080771
percent_some_college,percent_frequent_physical_distress,-0.612080771
eightieth_percentile_income,percent_fair_or_poor_health,-0.612440695
percent_fair_or_poor_health,eightieth_percentile_income,-0.612440695
percentile_rank_disabled,per_capita_income,-0.613692785
per_capita_income,percentile_rank_disabled,-0.613692785
per_capita_income,percent_food_insecure,-0.61456932
percent_food_insecure,per_capita_income,-0.61456932
percentile_rank_mobile_homes,per_capita_income,-0.614802156
per_capita_income,percentile_rank_mobile_homes,-0.614802156
percentile_rank_social_vulnerability,percent_non_hispanic_white,-0.615390562
percent_non_hispanic_white,percentile_rank_social_vulnerability,-0.615390562
percentile_rank_no_highschool_diploma,median_household_income,-0.618274439
median_household_income,percentile_rank_no_highschool_diploma,-0.618274439
percentile_rank_no_highschool_diploma,twentieth_percentile_income,-0.621476915
twentieth_percentile_income,percentile_rank_no_highschool_diploma,-0.621476915
percent_children_in_poverty,percent_excessive_drinking,-0.621775153
percent_excessive_drinking,percent_children_in_poverty,-0.621775153
percentile_rank_socioeconomic_theme,percent_excessive_drinking,-0.622552671
percent_excessive_drinking,percentile_rank_socioeconomic_theme,-0.622552671
percent_below_poverty,life_expectancy,-0.624835112
life_expectancy,percent_below_poverty,-0.624835112
percentile_rank_social_vulnerability,percent_some_college,-0.626043304
percent_some_college,percentile_rank_social_vulnerability,-0.626043304
median_household_income,teen_birth_rate,-0.626577227
teen_birth_rate,median_household_income,-0.626577227
percent_mobile_homes,percent_some_college,-0.628589901
percent_some_college,percent_mobile_homes,-0.628589901
median_household_income,percent_smokers,-0.629973956
percent_smokers,median_household_income,-0.629973956
percentile_rank_below_poverty,life_expectancy,-0.635115144
life_expectancy,percentile_rank_below_poverty,-0.635115144
percent_frequent_mental_distress,eightieth_percentile_income,-0.636293486
eightieth_percentile_income,percent_frequent_mental_distress,-0.636293486
percent_frequent_physical_distress,percent_excessive_drinking,-0.636902337
percent_excessive_drinking,percent_frequent_physical_distress,-0.636902337
per_capita_income,teen_birth_rate,-0.638444628
teen_birth_rate,per_capita_income,-0.638444628
percent_frequent_mental_distress,percent_excessive_drinking,-0.639089047
percent_excessive_drinking,percent_frequent_mental_distress,-0.639089047
percent_food_insecure,life_expectancy,-0.641856738
life_expectancy,percent_food_insecure,-0.641856738
percentile_rank_per_capita_income,life_expectancy,-0.643100997
life_expectancy,percentile_rank_per_capita_income,-0.643100997
per_capita_income,percent_smokers,-0.643124523
percent_smokers,per_capita_income,-0.643124523
twentieth_percentile_income,percent_smokers,-0.644553149
percent_smokers,twentieth_percentile_income,-0.644553149
percent_multi_unit_housing,percent_rural,-0.644757636
percent_rural,percent_multi_unit_housing,-0.644757636
percentile_rank_mobile_homes,percent_some_college,-0.64722258
percent_some_college,percentile_rank_mobile_homes,-0.64722258
percent_excessive_drinking,percent_fair_or_poor_health,-0.649692841
percent_fair_or_poor_health,percent_excessive_drinking,-0.649692841
percent_children_in_poverty,percent_some_college,-0.650699728
percent_some_college,percent_children_in_poverty,-0.650699728
percent_frequent_physical_distress,eightieth_percentile_income,-0.650987733
eightieth_percentile_income,percent_frequent_physical_distress,-0.650987733
life_expectancy,percent_fair_or_poor_health,-0.651473221
percent_fair_or_poor_health,life_expectancy,-0.651473221
percent_some_college,percent_fair_or_poor_health,-0.652081159
percent_fair_or_poor_health,percent_some_college,-0.652081159
per_capita_income,percent_enrolled_in_free_or_reduced_lunch,-0.657561157
percent_enrolled_in_free_or_reduced_lunch,per_capita_income,-0.657561157
percent_non_hispanic_white,percent_black,-0.659919141
percent_black,percent_non_hispanic_white,-0.659919141
percent_disabled,twentieth_percentile_income,-0.660864135
twentieth_percentile_income,percent_disabled,-0.660864135
percent_some_college,teen_birth_rate,-0.66190303
teen_birth_rate,percent_some_college,-0.66190303
median_household_income,percent_food_insecure,-0.663941282
percent_food_insecure,median_household_income,-0.663941282
life_expectancy,teen_birth_rate,-0.663973267
teen_birth_rate,life_expectancy,-0.663973267
percent_no_highschool_diploma,per_capita_income,-0.665047851
per_capita_income,percent_no_highschool_diploma,-0.665047851
percentile_rank_social_vulnerability,median_household_income,-0.665985042
median_household_income,percentile_rank_social_vulnerability,-0.665985042
percent_below_poverty,eightieth_percentile_income,-0.666084805
eightieth_percentile_income,percent_below_poverty,-0.666084805
percentile_rank_disabled,twentieth_percentile_income,-0.667602217
twentieth_percentile_income,percentile_rank_disabled,-0.667602217
income_ratio,twentieth_percentile_income,-0.673514679
twentieth_percentile_income,income_ratio,-0.673514679
percent_disabled,eightieth_percentile_income,-0.674125123
eightieth_percentile_income,percent_disabled,-0.674125123
percent_enrolled_in_free_or_reduced_lunch,median_household_income,-0.675738472
median_household_income,percent_enrolled_in_free_or_reduced_lunch,-0.675738472
percent_enrolled_in_free_or_reduced_lunch,twentieth_percentile_income,-0.676333904
twentieth_percentile_income,percent_enrolled_in_free_or_reduced_lunch,-0.676333904
life_expectancy,percent_children_in_poverty,-0.677232865
percent_children_in_poverty,life_expectancy,-0.677232865
percentile_rank_below_poverty,eightieth_percentile_income,-0.679367856
eightieth_percentile_income,percentile_rank_below_poverty,-0.679367856
percentile_rank_disabled,eightieth_percentile_income,-0.680671632
eightieth_percentile_income,percentile_rank_disabled,-0.680671632
percentile_rank_socioeconomic_theme,life_expectancy,-0.688623326
life_expectancy,percentile_rank_socioeconomic_theme,-0.688623326
percent_frequent_physical_distress,life_expectancy,-0.68904801
life_expectancy,percent_frequent_physical_distress,-0.68904801
per_capita_income,percent_frequent_mental_distress,-0.689762162
percent_frequent_mental_distress,per_capita_income,-0.689762162
median_household_income,percent_fair_or_poor_health,-0.692455911
percent_fair_or_poor_health,median_household_income,-0.692455911
percent_disabled,median_household_income,-0.693210196
median_household_income,percent_disabled,-0.693210196
percentile_rank_no_highschool_diploma,per_capita_income,-0.694890229
per_capita_income,percentile_rank_no_highschool_diploma,-0.694890229
percentile_rank_social_vulnerability,twentieth_percentile_income,-0.696810992
twentieth_percentile_income,percentile_rank_social_vulnerability,-0.696810992
median_household_income,percent_frequent_mental_distress,-0.697781347
percent_frequent_mental_distress,median_household_income,-0.697781347
percentile_rank_disabled,median_household_income,-0.702196946
median_household_income,percentile_rank_disabled,-0.702196946
percentile_rank_socioeconomic_theme,eightieth_percentile_income,-0.704079347
eightieth_percentile_income,percentile_rank_socioeconomic_theme,-0.704079347
life_expectancy,percent_smokers,-0.706746751
percent_smokers,life_expectancy,-0.706746751
percent_institutionalized_in_group_quarters,percent_female,-0.70762401
percent_female,percent_institutionalized_in_group_quarters,-0.70762401
percent_frequent_mental_distress,life_expectancy,-0.707750178
life_expectancy,percent_frequent_mental_distress,-0.707750178
percentile_rank_multi_unit_housing,percent_rural,-0.709988794
percent_rural,percentile_rank_multi_unit_housing,-0.709988794
percentile_rank_social_vulnerability,per_capita_income,-0.711724234
per_capita_income,percentile_rank_social_vulnerability,-0.711724234
percentile_rank_socioeconomic_theme,percent_some_college,-0.712894161
percent_some_college,percentile_rank_socioeconomic_theme,-0.712894161
percentile_rank_per_capita_income,percent_some_college,-0.714402013
percent_some_college,percentile_rank_per_capita_income,-0.714402013
median_household_income,percent_frequent_physical_distress,-0.715390618
percent_frequent_physical_distress,median_household_income,-0.715390618
twentieth_percentile_income,percent_fair_or_poor_health,-0.715638947
percent_fair_or_poor_health,twentieth_percentile_income,-0.715638947
percent_food_insecure,twentieth_percentile_income,-0.716615689
twentieth_percentile_income,percent_food_insecure,-0.716615689
eightieth_percentile_income,percent_children_in_poverty,-0.720805318
percent_children_in_poverty,eightieth_percentile_income,-0.720805318
per_capita_income,percent_fair_or_poor_health,-0.726685286
percent_fair_or_poor_health,per_capita_income,-0.726685286
per_capita_income,percent_frequent_physical_distress,-0.727850198
percent_frequent_physical_distress,per_capita_income,-0.727850198
percent_frequent_mental_distress,twentieth_percentile_income,-0.730783548
twentieth_percentile_income,percent_frequent_mental_distress,-0.730783548
percent_frequent_physical_distress,twentieth_percentile_income,-0.740926551
twentieth_percentile_income,percent_frequent_physical_distress,-0.740926551
per_capita_income,percent_children_in_poverty,-0.745639397
percent_children_in_poverty,per_capita_income,-0.745639397
percent_below_poverty,per_capita_income,-0.747555457
per_capita_income,percent_below_poverty,-0.747555457
percent_below_poverty,median_household_income,-0.747606289
median_household_income,percent_below_poverty,-0.747606289
percentile_rank_below_poverty,per_capita_income,-0.75423748
per_capita_income,percentile_rank_below_poverty,-0.75423748
percentile_rank_below_poverty,median_household_income,-0.770021063
median_household_income,percentile_rank_below_poverty,-0.770021063
percentile_rank_socioeconomic_theme,median_household_income,-0.771114222
median_household_income,percentile_rank_socioeconomic_theme,-0.771114222
percentile_rank_per_capita_income,twentieth_percentile_income,-0.772885437
twentieth_percentile_income,percentile_rank_per_capita_income,-0.772885437
percent_no_highschool_diploma,percent_some_college,-0.777529386
percent_some_college,percent_no_highschool_diploma,-0.777529386
percentile_rank_minority_status_and_language_theme,percent_non_hispanic_white,-0.791662891
percent_non_hispanic_white,percentile_rank_minority_status_and_language_theme,-0.791662891
percentile_rank_socioeconomic_theme,twentieth_percentile_income,-0.794160421
twentieth_percentile_income,percentile_rank_socioeconomic_theme,-0.794160421
percentile_rank_per_capita_income,eightieth_percentile_income,-0.796516252
eightieth_percentile_income,percentile_rank_per_capita_income,-0.796516252
percentile_rank_per_capita_income,median_household_income,-0.799498091
median_household_income,percentile_rank_per_capita_income,-0.799498091
percentile_rank_no_highschool_diploma,percent_some_college,-0.799786179
percent_some_college,percentile_rank_no_highschool_diploma,-0.799786179
percent_below_poverty,twentieth_percentile_income,-0.808831646
twentieth_percentile_income,percent_below_poverty,-0.808831646
twentieth_percentile_income,percent_children_in_poverty,-0.818995968
percent_children_in_poverty,twentieth_percentile_income,-0.818995968
median_household_income,percent_children_in_poverty,-0.819094659
